start_time,match_id,home_team,away_team
2024-03-10 18:30:00,7132243,Peralada,FC L Escala
2024-03-10 18:30:00,7131939,Tarxien R,Zebbug
2024-03-10 18:30:00,7121505,CD Calahorra,Gernika
2024-03-10 18:30:00,7129852,CD Fuentes,AD Almudevar
2024-03-10 18:30:00,7129859,Monzon,SD Huesca B
2024-03-10 18:30:00,6777584,Young Boys,BASEL
2024-03-10 18:30:00,6781107,Verl,Essen
2024-03-10 18:30:00,7129492,Cordoba B,Puente Genil FC
2024-03-10 18:30:00,7132356,SDA Tordesillas,CD Mirandes B
2024-03-10 18:30:00,7132358,Racing CPVO Valverdeno,Moralo CP
2024-03-10 18:45:00,6971014,LIVERPOOL,MAN CITY
2024-03-10 18:45:00,6788003,Bloemfontein Celtic,Cape Town City FC
2024-03-10 18:45:00,6956646,Botev Plovdiv,Ludogorets
2024-03-10 18:45:00,6962563,NEC Nijmegen,HEERENVEEN
2024-03-10 19:00:00,7121498,Coruxo,Racing Santander B
2024-03-10 19:00:00,7123778,Rayo Ibense,UD Castellonense
2024-03-10 19:00:00,7131753,Macva,Metalac
2024-03-10 19:00:00,7129575,CD Coria,Jerez Caballeros
2024-03-10 19:00:00,7129578,CD Don Alvaro,Arroyo
2024-03-10 19:00:00,7130864,Arenas Armilla CD,Almeria B
2024-03-10 19:00:00,7132451,Ethiopia Bunna,Dire Dawa
2024-03-10 19:00:00,6962130,Kocaelispor,Tuzlaspor
2024-03-10 19:00:00,7020531,Fenerbahce,Pendikspor
2024-03-10 19:00:00,7122316,Cartagena II,La Union
2024-03-10 19:00:00,7129774,Dinamo Tbilisi,Torpedo Kutaisi
2024-03-10 19:00:00,7113993,Pecs,Bvsc-Zuglo
2024-03-10 19:00:00,7057505,Othellos,Karmiotissa
2024-03-10 19:00:00,7122365,Cerdanyola del Valles,Terrassa
2024-03-10 19:00:00,7122367,Naxara,Utebo
2024-03-10 19:00:00,7132251,Acero,J. Esp. San Vicente
2024-03-10 19:00:00,7121493,Guijuelo,Marino Luanco
2024-03-10 19:00:00,7119635,Talavera,Badajoz
2024-03-10 19:00:00,7121510,Tudelano,Real Sociedad C
2024-03-10 19:00:00,7100661,SPARTAK MOSCOW,Fakel Worenesch
2024-03-10 19:00:00,7129856,CD Utrillas,CDJ Tamarite
2024-03-10 19:00:00,7114068,Haladas,Siofok
2024-03-10 19:00:00,7114070,Vasas Budapest,Ajka
2024-03-10 19:00:00,7114074,Szeged,Kozarmisleny
2024-03-10 19:00:00,7114076,Soroksar,Tiszakecske Vse
2024-03-10 19:00:00,7129436,Bergantinos CF,CD Estradense
2024-03-10 19:00:00,7122775,Sant Andreu,CE Manresa
2024-03-10 19:00:00,7113985,Kazincbaricika,Gyirmot
2024-03-10 19:00:00,7126387,Gimnastica Torrelavega,Ourense CF
2024-03-10 19:00:00,7129917,Marchamalo,CD Huracan de Balazote
2024-03-10 19:00:00,6740786,Austria Lustenau,BW Linz
2024-03-10 19:00:00,6740787,Austria Klagenfurt,RAPID WIEN
2024-03-10 19:00:00,6740788,WOLFSBERGER,ALTACH
2024-03-10 19:00:00,6740789,Hartberg,Sturm Graz
2024-03-10 19:00:00,6740785,Austria Wien,Tirol Wattens
2024-03-10 19:00:00,7112820,Lugo,Unionistas CF
2024-03-10 19:00:00,7126390,Villanovense,Navalcarnero
2024-03-10 19:05:00,7096489,LILLE,RENNES
2024-03-10 19:15:00,7132400,SD Ponferradina B,CD Cristo Atletico
2024-03-10 19:30:00,7132364,L Entregu CF,Luarca CF
2024-03-10 19:30:00,6739810,Widzew Lodz,LEGIA
2024-03-10 19:30:00,7132134,Scd Durango,Deusto
2024-03-10 19:30:00,7014202,Vilnius FK Zalgiris,FK Suduva
2024-03-10 19:30:00,7118047,Guediawaye,Pikine
2024-03-10 19:30:00,7118048,Ouakam,Mbour
2024-03-10 19:30:00,7118049,Goree,Sonacos
2024-03-10 19:30:00,7106553,Spartak Trnava,Dunajska Streda
2024-03-10 19:30:00,6778020,EINTRACHT F.,HOFFENHEIM
2024-03-10 19:30:00,7052714,Dinamo Zagreb,Slaven
2024-03-10 19:30:00,7129908,Atletico Tomelloso,CD AZUQUECA
2024-03-10 19:30:00,7036443,Buducnost Podgorica,FK Arsenal
2024-03-10 19:30:00,7132374,Caudal,CD Llanes
2024-03-10 20:00:00,7112911,Alcoyano,Castellon
2024-03-10 20:00:00,6739804,JUVENTUS,ATALANTA
2024-03-10 20:00:00,6962758,Zaglebie Sosnowiec,Odra Opole
2024-03-10 20:00:00,6962930,VIKTORIA PLZEN,Sparta Prague
2024-03-10 20:00:00,7060477,Sportive Rabat,Raja Casablanca
2024-03-10 20:00:00,7122756,Imperial,Xinabajul
2024-03-10 20:00:00,7122830,Hercules,Valencia B
2024-03-10 20:00:00,6742387,Viborg,BRONDBY
2024-03-10 20:00:00,7121515,Deportivo Alaves B,Egues
2024-03-10 20:00:00,7133238,Caja Oblatos Cfd,CF Petroleros De Poza Rica
2024-03-10 20:00:00,7126736,Orihuela,Betis B
2024-03-10 20:00:00,7057470,Aris Limassol,Apoel Nicosia
2024-03-10 20:00:00,7121518,Baracaldo,CD Brea
2024-03-10 20:00:00,7129952,B68 Toftir,B36 Torshavn
2024-03-10 20:00:00,7112822,Osasuna B,Fuenlabrada
2024-03-10 20:00:00,7129495,Xerez,CD Pozoblanco
2024-03-10 20:30:00,7005895,Triestina,Alessandria
2024-03-10 20:30:00,7005839,Albinoleffe,Novara
2024-03-10 20:30:00,6998663,HIBERNIAN,GLASGOW RANGERS
2024-03-10 20:30:00,7000669,Union Gilloise,GENT
2024-03-10 20:30:00,7015099,Al Arabi Doha,Al-Sadd
2024-03-10 20:30:00,7113679,Al Wakra,AL Duhail
2024-03-10 20:30:00,7007061,BENEVENTO,Messina
2024-03-10 20:30:00,7101169,EIBAR,Burgos
2024-03-10 20:30:00,7006193,Juventus U23,Pontedera
2024-03-10 20:30:00,7096850,Real Madrid,CELTA DE VIGO
2024-03-10 20:30:00,7006196,Pescara,Carrarese
2024-03-10 20:30:00,7006190,Arezzo,Vis Pesaro
2024-03-10 21:00:00,7131355,Mimosas,AS Denguele
2024-03-10 21:00:00,6808611,Maccabi Bney Reine,Maccabi Haifa
2024-03-10 21:00:00,7133322,HB Torshavn,NSI Runavik
2024-03-10 21:00:00,7101010,Arouca,Sporting
2024-03-10 21:00:00,7134124,Sp. Cristal,Flamengo U20
2024-03-10 21:00:00,7133474,FCI Levadia Tallinn,Viimsi
2024-03-10 21:00:00,7129818,Zrinjski,FK Borac Banja Luka
2024-03-10 21:00:00,6774163,Unam Pumas,Tijuana
2024-03-10 21:00:00,6971460,Aucas,Tecnico
2024-03-10 21:00:00,7129950,El Ejido 2012,Juv. Torremolinos
2024-03-10 21:15:00,7100985,Liege,Deinze
2024-03-10 21:15:00,6963145,EUPEN,St. Truiden
2024-03-10 21:30:00,6781127,Ulm,Sandhausen
2024-03-10 21:30:00,7108750,Olympiacos,Panathinaikos
2024-03-10 21:30:00,6778019,LEVERKUSEN,WOLFSBURG
2024-03-10 21:30:00,7132463,Skala,Eb/Streymur
2024-03-10 21:30:00,7133979,Paranoa EC DF,Planaltina EC DF
2024-03-10 21:30:00,7133973,Brasiliense,Samambaia FC DF
2024-03-10 21:30:00,7133975,Real Brasilia FC DF,Gama
2024-03-10 21:30:00,7131410,College 1975,Manchester 62
2024-03-10 21:30:00,6808614,Beitar Jerusalem,Maccabi Tel Aviv
2024-03-10 21:30:00,7129457,Pontevedra CF B,Polvorin FC
2024-03-10 21:30:00,7134256,Ceilandia,SE Ceilandense DF
2024-03-10 21:45:00,7096507,FC U Craiova 1948,UNIVERSITATEA CRAIOVA
2024-03-10 22:00:00,7112917,Rec. de Huelva,Atletico Madrid B
2024-03-10 22:00:00,6785970,Guarani,Bragantino
2024-03-10 22:00:00,7112926,San Fernando,Merida
2024-03-10 22:00:00,7133627,Moto Clube,Tuntum MA
2024-03-10 22:00:00,7100989,Braga B,Lusitania
2024-03-10 22:00:00,7108751,PAOK,Aris Thessaloniki
2024-03-10 22:00:00,7119456,Jorge Wilstermann,CD Aurora
2024-03-10 22:00:00,7133359,Botafogo,Sousa PB
2024-03-10 22:00:00,7133366,Campinense,Atletico Cajazeirense PB
2024-03-10 22:00:00,6963251,FEYENOORD,HERACLES
2024-03-10 22:00:00,7102378,Nautico PE,Retro FC PE
2024-03-10 22:00:00,7096218,Anapolis GO,Aparecidense GO
2024-03-10 22:00:00,7096220,Goias,Goiania GO
2024-03-10 22:00:00,6958370,Zalaegerszegi,MTK Budapest
2024-03-10 22:00:00,6813335,Caldas,Envigado
2024-03-10 22:00:00,6785965,Agua Santa,Corinthians
2024-03-10 22:00:00,6785967,Mirassol,Sao Bernardo FC SP
2024-03-10 22:00:00,7134396,Baraunas,America
2024-03-10 22:00:00,7134044,Pacajus,Maranguape
2024-03-10 22:00:00,7134049,Itapipoca,Icasa
2024-03-10 22:00:00,7119920,Rayo Zuliano,Angostura FC
2024-03-10 22:00:00,7133746,Altos PI,AA Oeirense PI
2024-03-10 22:00:00,7133456,Barcelona Ilheus BA,Vitoria
2024-03-10 22:00:00,7060478,Youssoufia,Far Rabat
2024-03-10 22:00:00,6785972,Novorizontino,Portuguesa
2024-03-10 22:00:00,6776453,Cincinnati,DC United
2024-03-10 22:00:00,6776455,Nashville SC,LA Galaxy
2024-03-10 22:00:00,7102556,Sampaio Correa,Botafogo RJ
2024-03-10 22:00:00,7134169,Maranhao,Cordino
2024-03-10 22:00:00,7133789,Barretos,Gremio Osasco Audax
2024-03-10 22:00:00,6785969,Santo Andre,Ponte Preta
2024-03-10 22:00:00,7133816,Capital FC TO,Uniao Atletica Carmolandense TO
2024-03-10 22:00:00,7112791,Ol. Grudziadz,Chojnice
2024-03-10 22:00:00,6785966,Ituano,Sao Paulo
2024-03-10 22:15:00,7101800,Domzale,FC Koper
2024-03-10 22:30:00,7100757,Progreso,Racing Club Mdeo.
2024-03-10 22:30:00,7133793,Santa Rosa PA,Remo
2024-03-10 22:45:00,7007066,V.Francavilla,Avellino
2024-03-10 22:45:00,7007064,CROTONE,Latina
2024-03-10 22:45:00,7007065,Sorrento,Foggia
2024-03-10 22:45:00,6739799,FIORENTINA,ROMA
2024-03-10 22:45:00,7005890,Vicenza,U. Arzignanochiampo
2024-03-10 22:45:00,7097258,MARSEILLE,NANTES
2024-03-10 22:45:00,7006192,US Fermana,Asd Pineto Calcio
2024-03-10 22:45:00,7007060,Audace Cerignola,Monopoli 1966
2024-03-10 23:00:00,7133603,Barra,Figueirense
2024-03-10 23:00:00,6788783,Bogota,Quindio
2024-03-10 23:00:00,7133941,Rio Negro,S. Raimundo
2024-03-10 23:00:00,7133369,Nacional,Pombal EC PB
2024-03-10 23:00:00,6849018,Almirante Brown,Santiago Estero
2024-03-10 23:00:00,6957502,Gimnasia Jujuy,All Boys
2024-03-10 23:00:00,7101100,Godoy Cruz,Newell's Old Boys
2024-03-10 23:00:00,7101096,Huracan,Argentinos Jrs
2024-03-10 23:00:00,7134429,Pfa Antioquia FC,Uni. de Costa Rica
2024-03-10 23:00:00,7133741,CS Esportiva AL,ASA AL
2024-03-10 23:00:00,7062723,Sport Boys,Cesar Vallejo
2024-03-10 23:00:00,7128844,Atletico Los Andes,Liniers
2024-03-10 23:00:00,6957505,Defensores,Gimnasia Mendoza
2024-03-10 23:00:00,6849008,Atletico Guemes,Tristan Suarez
2024-03-10 23:00:00,7106988,Sport Huancayo,Union Comercio
2024-03-10 23:00:00,7128846,Dep. Merlo,San Carlos
2024-03-10 23:00:00,7128849,S. M. Burzaco,Urquiza
2024-03-10 23:00:00,7133481,Maracana,Fortaleza
2024-03-10 23:00:00,7133220,Operario,Mixto
2024-03-10 23:00:00,7097286,BETIS,Villarreal
2024-03-10 23:00:00,7103588,Alcorcon,ESPANYOL
2024-03-10 23:30:00,7101318,BENFICA,ESTORIL
2024-03-10 23:30:00,6849013,Deportivo Maipu,Agropecuario
2024-03-10 23:30:00,7121181,Portmore Utd,Waterhouse FC
2024-03-10 23:30:00,7121180,Tivoli Gardens,Dunbeholden FC
2024-03-10 23:30:00,7133784,Mount Pleasant FC,Cavaliers FC
2024-03-10 23:30:00,7121179,Humble Lions FC,Jamalco FC
2024-03-10 23:30:00,6921968,Orense SC,Cuenca
2024-03-10 23:30:00,6788773,Cortulua,Tigres
2024-03-11 00:00:00,6776459,Inter Miami CF,Montreal
2024-03-11 00:00:00,6875678,Colo Colo,U. de Chile
2024-03-11 00:00:00,7124836,Coatepeque,Xelaju MC
2024-03-11 00:00:00,7123255,Dragon,Aguila
2024-03-11 00:00:00,7123278,CD Fuerte San Francisco Morazan,Alianza
2024-03-11 00:00:00,7122755,Deportivo Achuapa,Deportivo Mixco
2024-03-11 00:00:00,6784242,Guanacasteca,LD Alajuelense
2024-03-11 00:00:00,7121435,Umecit,Arabe Unido
2024-03-11 00:00:00,7131927,SD Aucas U20,Def. Sporting
2024-03-11 00:00:00,6849012,Atletico Alvarado,Patronato Parana
2024-03-11 00:00:00,6755704,Trinidense,Olimpia Asuncion
2024-03-11 00:00:00,7076961,Olancho FC,Motagua
2024-03-11 00:10:00,6813340,Atletico Nacional,Bucaramanga
2024-03-11 00:30:00,7119464,The Strongest,Bolivar
2024-03-11 00:30:00,7123287,CD Platense Municipal Zacatecoluca,Isidro
2024-03-11 00:30:00,7104239,Vasco Gama,Nova Iguacu
2024-03-11 00:30:00,7106657,Gremio,Brazil Pelotas
2024-03-11 00:30:00,7076577,Atletico PR,Londrina
2024-03-11 01:00:00,6784245,Santos,Saprissa
2024-03-11 01:00:00,7134303,Adesg,Independencia FC AC
2024-03-11 01:10:00,6849021,Colon Santa Fe,Aldosivi
2024-03-11 01:10:00,6849023,Remedios de Escalada,San Martin de T.
2024-03-11 01:15:00,7101392,Talleres,Atletico Tucuman
2024-03-11 01:15:00,7101382,Defensa Jus.,Santa Fe
2024-03-11 01:30:00,7106483,Tombense,Cruzeiro MG
2024-03-11 01:30:00,7100755,Defensor Sp.,Nacional
2024-03-11 01:30:00,7121177,Montego Bay Utd.,Treasure Beach FC
2024-03-11 02:00:00,6971461,Cumbaya FC,LDU Quito
2024-03-11 02:00:00,6849026,Rio Cuarto,Racing de Cordoba
2024-03-11 02:00:00,7121018,La Guaira,Metropolitanos FC
2024-03-11 02:00:00,7133766,Harbour View,Molynes
2024-03-11 02:00:00,7133257,San Antonio Unido,General Velasquez
2024-03-11 02:15:00,7125879,Amador,Suntracs FC
2024-03-11 02:20:00,6813341,Jaguares,Millonarios
2024-03-11 02:30:00,6755703,Sportivo Luqueno,Guarani
2024-03-11 02:30:00,7119474,Oriente Petrolero,Blooming
2024-03-11 03:00:00,6875679,Nublense,Copiapo
2024-03-11 03:00:00,6955790,SL de Quillota,San Felipe
2024-03-11 03:30:00,7101614,Boca Juniors,Racing Club
2024-03-11 04:00:00,7134002,Walter Ferreti,Diriangen FC
2024-03-11 04:00:00,6774165,Monterrey,Monarcas Morelia
